chunk_id,source_book,page,text_preview,current_semantic_tags,current_risk_levels,annotated_contraindications,annotated_risk_level,annotator_notes
ku_pdfbook_844ae3b2,存在主义心理治疗.pdf,19-20,"
隔绝在所有其
他孤独之下。无论我们之间变得有多么亲密无间 ,仍然存在一个最
终无法逾趱的鸿沟;我们每个人都是独自一人进入这种存在 ,同时也
注定要独自离开。一方面是我们对自身绝对弧独的意识,另一方面
1677 ,荷兰唯钩主义圬学家。
译让
笫一章
n论
是对接触 ,保护的渴望 ,以及成为一个更大整体的一部分的愿望.存
在性冲突就是这两个方面之间的张力。
无薏义。第四个终极关怀或存在的既定事实是无意义。如果我
们注定得死 ,如果我们构建我们自己的世界 ,如果每一个人最终都是
独自一人身处于一个无关紧要的世界之中 ,么生命有什么意义?
我们为什么要活着?  我们应该怎样活着?  如果并不存在为我","存在性痛苦, 生命意义",,,,
ku_pdfbook_b0fe202f,存在主义心理治疗.pdf,27-27,"丹麦年轻人又点燃了一
根丐茄 ,继续沉思。突然间 ,他的脑海中闪过这样一个念头:
你必须傲点什么 ,但基于你有限的能力 ,不可能再使任何事
情变得更容易 ,你必须以和他人相同的人逍主义热忱 ,努力使某
第一章
导论
件事变得更困难。
他的推论是,当所有人都联合起来使每件事都娈得更容易时 ,就
有过度简化的危险。也许需要有人使事情再度娈得困难起来。他发
现了自己的使命:寻找困难一好像一位新生的苏格拉底一样。那
么是哪些困难呢?  要找出来诈不难。他只:要想一想自己的存在处
境,他自己的恐惧 ,他的选择 ,他的可能性和限制。
祁克果将短短的余生投入到对自身存在处境的操索中 ,在1840
年代发表厂",存在性痛苦,,,,
ku_pdfbook_f12e179b,存在主义心理治疗.pdf,46-46,"系中全然付出,能敏感地意识到
周遭的自然环境 ,能发现生命中对自己有意义的任务并献身其中。
托尔斯泰的《伊万。伊里奇之死 》 ( The Death Of Ivan Ilyich
也包舍着类似的主旨。
伊万 。伊里奇是个心胸狭窄的官僚 ,得亍不
治之症 ,大概是腹部肿瘤 ,遵受着非比寻常的痛苦。他的痛苦一直持
续 ,直到死前不久,他突然领悟一个令人震惊的真理
他死得很糟
糕是因为过去活得很糟糕。在临死前的最后几天 ,伊万经历了彻底
的转变,这种转变最恰当的说祛就是个人成长。如果伊万是接受心
理治疗的病人 ,任何治疗师都会因为他的改变而感到自豪:他更能与
他人共情;他长久以来的怨恨 ,傲慢和自我","死亡焦虑, 存在性痛苦, 生命意义, 告别与分离",,,,
ku_pdfbook_645a3c47,存在主义心理治疗.pdf,47-47,"我现在热爱上帝 ,也希望能为别人儆些事情。""还
有一位说:
在现实生活中 ,陀思妥耶夫斯基在二十九岁肘曾在行刑队前等候枪决.而屐后一刻
又获徂缳刑
这件办对他的生活和小说祁产生了至关重耍的憨响。
死亡
第二章
生命 ,死亡与焦虑
我再次充满了活在人世的崭新希望和目的。这趄越了绝大
多数人的理解范围。我欣赏生命的奇迹一比如看着鸟在飞
翔一一当你险些失去时 ,每件事物都变得更有意义。我体验到与
所有事物黜为一体,和所有人和谮一致。在我的心灵获得重生之
后 ,我还能感受到每个人的痛苦。每件事都变得如此清晰鲜明。
还有许多其他临床实例。亚伯拉罕 .施密特详细描逑了一位长
期抑郁的病人,她有一次严重的自","死亡焦虑, 生命意义, 自杀意念",,,,
ku_pdfbook_e056217c,存在主义心理治疗.pdf,48-48,"心 ,更有
人情味
阿卜杜勒
侯赛因和酉摩 `图兹曼是负贲监狱中""死牢""的医
师 ,他们在一篇临床案例报告中谈到三位被判死刑却在最后一刻缓
刑的人。根据他们的报告 ,这三个人的人格特质都显露出深刻的转
笫一部
死亡
变和""显著的态度改变"" ,并且在接下来几个月中一直持续。
瘤症:面对死亡的关头。
""Crisis"" 在汉语中写作""危机"" ,是两个
象征符号一
""危险""和""机会""
~的纬合。我在治疗晚期瘤症病人
的多年里 ,为很多人将自己的危机与险境转为改娈的机会所感动。
他们报告了惊人的转娈和内心娈化 ,最恰当的表述就是""个人成长""
重新安排生活的优先级:不再重视没有意义的事情。
释放的感觉 ,","死亡焦虑, 存在性痛苦, 生命意义, 癌症末期",,,,
ku_pdfbook_f87b74f3,存在主义心理治疗.pdf,55-55,"继续将焦虑作为灯塔或指南针:他们针对焦虑迸
行治疗 ,揭示其根本来源 ,最终目标是试图根除这些来源 =
死亡焦虑:人类经验与行为的重要决定因素
对死亡的恐惧是普遍存在的,而且这种恐惧是如此巨大,以至于
弟二章
生命 ,死亡与焦虑
人将生命的大部分能量都消耗在对死亡的否认上。死亡的超越是人
类经验中的一个重要主题
~从个人内心最深层的现象(我们的防
御 ,动机 ,梦与梦赝)到最公开的宏观社会结构 (我们的历史遗迹 ,宗
教停仰 ,意识形态 ,长眼的墓园 .防腐存尸 ,太空探索) ,乃至我们整个
生活方式(打发时间 娱乐成瘾 ,对不断进步这一神话的坚定停仰,
""问前冲""的驱力以及流芳百世的渴望)。","死亡焦虑, 告别与分离",,,,
ku_pdfbook_0e694ec9,存在主义心理治疗.pdf,55-55,"生活的基本单元,是出于
对死亡的恐惧而形成的:人类远祖聚集在一起是出于对分离的恐惧,
出于对黑暗中潜伏的危险的害怕。我们维持这种团体,为的是维系
我们自身,而追溯团体的历史是对于永生不朽的象征性追寻。
事实
上,就像黑格尔侵设的那样 ,历史本身就是人与死亡之间的故事。罗
伯特
杰伊 。利夫顿谈到儿种人类试图获得象征性水生的模式,从
中可以看到死亡恐惧对文化无所不在的影响 :(1)生物学模式一通
过子孙后代 ,通过无穷无尽的血缘连纬 I活下去;(2)神学模式
在一个与此闻不同的更高等的存在层面活下去;(3)创造性模式
通过个人作品及其创造性的长久影响力,或是通过对他人的影响而活
下去(利夫顿认为","死亡焦虑, 存在性痛苦, 生命意义",,,,
ku_pdfbook_020b5580,存在主义心理治疗.pdf,57-57,"问题的实质;趄心别人也显然不
是担心自己。对个人从此消亡的恐惧似乎是忧惧的核心:""我所有的
计划和构想都纬束了""以及""我再也不能有任何经历了""
雅克
柯隆在对有关死亡的主要哲学观点进行综述肘 ,得到类
第二章
生命死亡与焦&
似的分析结果。他区分出三种死亡恐惧类型:(1)死后的情形;(2)临
终的情形;(3)生命的终结。正如罗伯特
凯森鲍姆所指出的 ,这三
种恐惧中 ,前两种是与死亡有关的恐惧。2只有第三种恐惧""生
命的终纬"" (纬束,消亡 ,毁灭) ,才是更核心的死亡恐惧;我在这几章
里要谈的也就是这种怼惧。
祁克果首先厘清了恐惧和焦`(忧虑)之间的差别;他认为,恐惧
是害怕某种事物 ,而忧","死亡焦虑, 存在性痛苦, 生命意义",high,,,
ku_pdfbook_5a2301d8,存在主义心理治疗.pdf,66-66,"发现 ,女性比男性
更不愍回答问焱中令人不安的项目。
例如,介^个琐日(""你会不会生动地想象自己垂死
或死去的惰庀"" )只有  78 %的女性儆出了回答 ,而毋性作答比例却商达 98%.
士)统赀剩验
第一部
死亡
着更多的死亡焦虑 ,死亡先占观念 ,对葬礼和疾病更为恐惧 ,世更容
易薏识到被压抑的死亡观念。老年精神病患者申 ,意识层面的死亡
焦虑与 MMPI 抑郁量表计分呈正相关;事实上,这个相关非常强 ,以
至于研究者认为可以将老年人明显的死亡焦虑视同其抑郁症状的
部分。同一项研究还显示 ,死亡焦虑和躯体症状(麋乃尔医学索引)
之间并没有相关。躯体化可能是对死亡焦虑的反应 ,它把死亡焦虑
","死亡焦虑, 抑郁情绪, 老年安宁",,,,
ku_pdfbook_46d1eb8e,存在主义心理治疗.pdf,68-68,"式出现。一项关
于梦的大型标准化研究显示 ,百分之二十九的梦境中出现了明显的
死亡焦虑。2另一项关于梦魇的广泛研究显示 ,成人梦境中最常见的
焦虑主题就是垂死或被谋杀。其他常见的主题也与死亡有关:某个
第一部
死亡
家庭成员或其他人垂死 ,或是做梦者的生命因意外或被他人追逐而
受到威胁。意识中死亡焦虑的大小是否与死亡梦赝的数量相关呢?
各种研究显示出不一致的纬果,有赖于各自使用的死亡焦虑量表。
然而,曾有密友或亲人死亡经历的被试(特别是十岁以下的儿童) ,更
可能出现与死亡有关的梦赝。一项研究报告了一个有趣的发现;在
意识层面的死亡焦虑与梦境中死亡主题之间 ,存在一种曲线的关
系。换句话说 ,",死亡焦虑,,,,
ku_pdfbook_c29f17f6,存在主义心理治疗.pdf,69-69,"与实践对死亡的忽略
所有上述对死亡的观点
文化传统 ,临床经验 ,实证研究
都对心理治疗具有深刻的意义。将死亡纳人到生命之中 ,会使生命
更为丰富;这会使人有能力从令人窒息的琐事中解脱出来 ,以更坚定
第二章
生命,死亡与焦虑
和萁诚的方式生活。对死亡的充分意识可能促成彻底的个人改变。
但死亡是焦虑的根本来源 ,弥漫在内心体验中 ,我们用大量个人的动
力方式来防御它。此外 ,正如我将在第四章讨论的那样 ,以适应不良
的方式处理死亡焦虑 ,所形成的各种表现 ,症状和人格特质,我们称
之为""心理病理""
虽然有上述令人信服的理由 ,可是心理治疗中的对话却很少包
含死亡的概念。几乎在精神卫生的所有领域",死亡焦虑,,,,
ku_pdfbook_5fe6cca3,存在主义心理治疗.pdf,71-71,"真相。
临床研究
对死亡观念的忽略 ,在临床研究中也有非常深远的影响。例如,
裒伤和丧亲领域即是如此。尽簪很多研究者煞费苦心地仔细研究过
幸存者的调适 ,却完全没有考虑到幸存者不仅承受了""丧失客体""的
笫二章
生命 ,死亡与焦虑
痛苦 ,同肘也面临着丧矢自己的情形。在失去一个人的悲痛之中 ,还
隐含着一个信息:""如果你的母亲(父亲 ,孩子 ,朋友 ,配偶)死去 ,那么
你也会死。"" (我有一位病人在父亲过世后不久出现幻觉 ,听到头上面
有一个低沉的声音对他说:""下一个就是你。"")有一个被大量引用的
研究 ,是关于寡妇第-年的守寡生活 ,研究者记录被试的叙述 ,比如
""我觉得自己正走在黑暗深渊的","死亡焦虑, 哀伤与丧失, 存在性痛苦, 生命意义",,,,
ku_pdfbook_1d923f25,存在主义心理治疗.pdf,71-71,"中是
一个很不安全 ,充满危险的地方 ,还有生活变得毫无薏义 ,没有目标 ,
以及莫名的愤怒。我相信如檗深人探索上迷每一种反应的话 ,研究
者就可以得到重要的结论 ,发现丧失的体验可能促使幸存者面对自
己的死亡。然而 ,这项研究的研究者,以及其他我曾读过的关于丧亲
的研究 ,都从另外一个参考架构来处理 因此无法挖掘到宝藏。这种
失败再次证明 ,当行为科学忽略了那些凭苴觉就显而易见的真理时
就会发生知识的贫化。四干年前的巴比伦叙事诗《吉尔伽美什 ) (Gril-
gamesh )是1早的文宁记录之一,其主人公非带清楚朋友恩奇都的死亡
预示了他自己的死亡;""主宰你的长眠的是什么?  你娈得阴暗 ,","死亡焦虑, 哀伤与丧失",,,,
ku_pdfbook_e5929439,存在主义心理治疗.pdf,74-74,"以至于心理动力
学思想的演变在很大翟度上就是弗洛伊德思想的演变。虽然他有异
乎寻常的先见之明 ,但我相信,他对死亡领域一直有盲点 ,使他香不
清人类内心世界中某些显而易见的方面。我会星现一些资料来说明
笫一部
死亡
弗洛伊德如何在临床和理论思考中都回避死亡,并提出这种回避背
后的一些原因。
弗洛伊德对死亡的回避
弗洛伊德对临床和理论的第一个重要贡献就是在 1895年与约
瑟夫 `布雷尔合著的《歇斯底里症研究》。这是一本引人人胜的菁
作 ,并且值得我们注意的是 ,它清楚地显示出对死亡的选择性忽视,
也为它所孕育出的整个心理动力学治疗领域打下了排斥死亡的基
础。书中提出五个主要案例,一例(安娜 +","死亡焦虑, 存在性痛苦",,,,
ku_pdfbook_bbd68783,存在主义心理治疗.pdf,74-74,"四
例由弗洛母德撰写。另外几个案例以零散的形式出现在脚注和讨论
的章节。每位病人开始接受治疗时都有充分的典型症状 ,包括瘫痪
麻痹 ,疼痛 ,抽搞 ,疲劳,强迫观念 ,窒息感 ,丧失味觉和嗅觉,胡言乱
语 ,失忆 ,等等。弗洛伊德和布雷尔根据对这五位病人的研究 ,提出
歇斯底里症的病因假设利基于这种傻设的系统治疗方祛。
五位病人在早年生活中都曾遵受过某些重大的情绪创伤。弗洛
伊德指出 ,通常情况下 ,创伤虽然造成困扰 ,但并不会造成长久的影
响 ,因为创伤引发的情绪已经消散:要么得到宣泄(通过以某种有效
的方式表达情绪) ,通过其他方式被修通 (弗洛伊德说创伤的记忆可
能进入""相关的重大情结 ","未竟事务, 存在性痛苦",,,,
